,id,object_name,chain,object_type,address,number,street,district
9320,167274,кафе «кофе порт»,нет,кафе,"город Москва, Пресненская набережная, дом 8, строение 1",6, Пресненская набережная,Пресненский район
9321,167277,ресторан базара нет,нет,ресторан,"город Москва, Пресненская набережная, дом 8, строение 1",24, Пресненская набережная,Пресненский район
9322,167278,кафе хлеб насущный,нет,кафе,"город Москва, Пресненская набережная, дом 8, строение 1",24, Пресненская набережная,Пресненский район
9323,167280,кафе даблби,нет,кафе,"город Москва, Пресненская набережная, дом 8, строение 1",6, Пресненская набережная,Пресненский район
9324,167283,кафе фреш салат бар,нет,кафе,"город Москва, Пресненская набережная, дом 8, строение 1",95, Пресненская набережная,Пресненский район
9325,167285,кафе pit stop,нет,кафе,"город Москва, Пресненская набережная, дом 8, строение 1",8, Пресненская набережная,Пресненский район
9326,167288,кафе здоровая еда,нет,кафе,"город Москва, Пресненская набережная, дом 8, строение 1",20, Пресненская набережная,Пресненский район
9327,167290,ресторан фреш сити,нет,ресторан,"город Москва, Пресненская набережная, дом 8, строение 1",478, Пресненская набережная,Пресненский район
9328,167291,ресторан buba by sumosan,нет,ресторан,"город Москва, Пресненская набережная, дом 8, строение 1",43, Пресненская набережная,Пресненский район
9332,167305,винный магазин-бар «хлеб и вино»,нет,ресторан,"город Москва, проспект Вернадского, дом 94, корпус 8",16, проспект Вернадского,район Тропарёво-Никулино
9336,167321,о чем говорят...,нет,бар,"город Москва, проспект Мира, дом 79",36, проспект Мира,Мещанский район
9337,167328,сварня,да,ресторан,"город Москва, проспект Мира, дом 74, строение 1",145, проспект Мира,Мещанский район
9341,167377,ресторан paul,нет,ресторан,"город Москва, Пресненская набережная, дом 10",25, Пресненская набережная,Пресненский район
9342,167378,кафе ваби-саби,нет,кафе,"город Москва, Пресненская набережная, дом 10",20, Пресненская набережная,Пресненский район
9343,167380,ресторан il fornetto,нет,ресторан,"город Москва, Пресненская набережная, дом 10",50, Пресненская набережная,Пресненский район
9344,167386,кафе dunkin donuts,нет,кафе,"город Москва, Пресненская набережная, дом 10",6, Пресненская набережная,Пресненский район
9345,167387,кафе «healthy food»,нет,кафе,"город Москва, Пресненская набережная, дом 10",25, Пресненская набережная,Пресненский район
9346,167389,кафе tim-tim,нет,кафе,"город Москва, Пресненская набережная, дом 10",9, Пресненская набережная,Пресненский район
9347,167391,ресторан столичный вкус,нет,кафе,"город Москва, Пресненская набережная, дом 10",120, Пресненская набережная,Пресненский район
9348,167392,ресторан «chef's kitchen by sodexo»,нет,ресторан,"город Москва, Пресненская набережная, дом 10",250, Пресненская набережная,Пресненский район
9349,167393,кафе даблби,нет,кафе,"город Москва, Пресненская набережная, дом 10",10, Пресненская набережная,Пресненский район
9350,167394,кафе prime,нет,кафе,"город Москва, Пресненская набережная, дом 10",40, Пресненская набережная,Пресненский район
9354,167064,кофе пью,нет,кафе,"город Москва, Пресненская набережная, дом 6, строение 2",20, Пресненская набережная,Пресненский район
9355,167067,кафе «duck it»,нет,кафе,"город Москва, Пресненская набережная, дом 6, строение 2",25, Пресненская набережная,Пресненский район
9356,167068,зеленая точка,нет,кафе,"город Москва, Пресненская набережная, дом 6, строение 2",0, Пресненская набережная,Пресненский район
9357,167073,кафе «кофе бин»,нет,кафе,"город Москва, Пресненская набережная, дом 6, строение 2",60, Пресненская набережная,Пресненский район
9359,167134,филетто,нет,ресторан,"город Москва, Ленинский проспект, дом 44",45, Ленинский проспект,Гагаринский район
9379,167524,черетто,нет,ресторан,"город Москва, Ленинградский проспект, дом 37Б",64, Ленинградский проспект,Хорошёвский район
9383,167593,бутчер,нет,ресторан,"город Москва, Профсоюзная улица, дом 45А",160, Профсоюзная улица,район Черёмушки
9403,167951,кафе-столовая сити ланч в бц «кристалл»,нет,столовая,"город Москва, Кировоградская улица, дом 23А, корпус 1",130, Кировоградская улица,район Чертаново Южное
9413,167979,кафе olo,нет,кафе,"город Москва, Ленинский проспект, дом 73/8",32, Ленинский проспект,Гагаринский район
9432,168294,столовая,нет,столовая,"город Москва, Варшавское шоссе, дом 170Б, строение 4",60, Варшавское шоссе,район Чертаново Южное
9433,168295,шаурма,нет,кафе,"город Москва, Варшавское шоссе, дом 170Г, строение 5",32, Варшавское шоссе,район Чертаново Южное
9435,168320,столовая №1,нет,столовая,"город Москва, проспект Мира, дом 102, корпус 1",37, проспект Мира,Не определен
9461,163466,i am ok,нет,кафе,"город Москва, Ленинский проспект, дом 146",35, Ленинский проспект,район Тропарёво-Никулино
9469,163840,кафе«чайхана райхан»,нет,кафе,"город Москва, проспект Вернадского, дом 14Б",45, проспект Вернадского,район Проспект Вернадского
9478,163951,лобби- бар,нет,бар,"город Москва, Ленинский проспект, дом 158",60, Ленинский проспект,район Тропарёво-Никулино
9479,163961,пекарня,нет,кафе,"город Москва, Ленинский проспект, дом 158",10, Ленинский проспект,район Тропарёво-Никулино
9480,163975,кондитерская,нет,кафе,"город Москва, Ленинский проспект, дом 158",15, Ленинский проспект,район Тропарёво-Никулино
9527,165003,столовая № 1,нет,столовая,"город Москва, Варшавское шоссе, дом 125, строение 15",48, Варшавское шоссе,район Чертаново Северное
9558,165637,кафе-кондитерская «kathrin bakery»,нет,кафе,"город Москва, Ленинский проспект, дом 129, корпус 2",40, Ленинский проспект,район Тёплый Стан
9560,165675,фарш,нет,предприятие быстрого обслуживания,"город Москва, Каширское шоссе, дом 26",50, Каширское шоссе,район Москворечье-Сабурово
9561,165712,круасанкафе,нет,кафе,"город Москва, проспект Мира, дом 112",0, проспект Мира,Алексеевский район
9562,165728,"шаурма, куры-гриль,выпечка",нет,предприятие быстрого обслуживания,"город Москва, проспект Мира, дом 167А",0, проспект Мира,район Ростокино
9572,165950,starbucks,да,кафе,"город Москва, Ленинградский проспект, владение 37А, корпус 4",10, Ленинградский проспект,Хорошёвский район
9574,165973,выпечка. шаурма.,нет,предприятие быстрого обслуживания,"город Москва, Ленинградский проспект, дом 12",0, Ленинградский проспект,район Беговой
9578,166125,кофейня kafedra kofee,нет,кафетерий,"город Москва, Профсоюзная улица, дом 118",4, Профсоюзная улица,район Коньково
9581,166173,буркина фасоль,нет,кафетерий,"город Москва, Ленинский проспект, дом 39/1",14, Ленинский проспект,Гагаринский район
9588,166283,глоу сабс,нет,предприятие быстрого обслуживания,"город Москва, Ленинский проспект, дом 70/11",22, Ленинский проспект,Гагаринский район
9618,69299,шоколадница,да,кафе,"город Москва, проспект Мира, дом 77, корпус 1",15, проспект Мира,Мещанский район
9632,165144,предприятие быстрого обслуживания «бургер кинг»,да,предприятие быстрого обслуживания,"город Москва, Варшавское шоссе, дом 97",20, Варшавское шоссе,район Чертаново Северное
9635,164034,бистро,нет,предприятие быстрого обслуживания,"город Москва, Ленинградский проспект, дом 33, корпус 4",0, Ленинградский проспект,район Беговой
9636,164396,кофе с собой,да,предприятие быстрого обслуживания,"город Москва, Ленинградский проспект, дом 33, корпус 4",0, Ленинградский проспект,район Беговой
9652,168385,шоколадница,да,ресторан,"город Москва, Кутузовский проспект, дом 45",50, Кутузовский проспект,район Дорогомилово
9675,168777,дилли,нет,кафе,"город Москва, Ленинский проспект, дом 85",42, Ленинский проспект,Ломоносовский район
9683,168905,скуратов кофе,нет,кафе,"город Москва, Кутузовский проспект, дом 36, строение 39",20, Кутузовский проспект,район Дорогомилово
9688,169016,райская трапеза,нет,кафе,"город Москва, Ленинский проспект, дом 88, строение 1",40, Ленинский проспект,Ломоносовский район
9689,169021,кафе r&n,нет,кафе,"город Москва, Каширское шоссе, дом 13, корпус 3",30, Каширское шоссе,район Нагатино-Садовники
9707,166981,"ресторан «крафт, лофт и компот»",нет,ресторан,"город Москва, Пресненская набережная, дом 4, строение 1",120, Пресненская набережная,Пресненский район
9713,169356,да кофе,нет,кафетерий,"город Москва, проспект Мира, дом 19, строение 1",7, проспект Мира,Мещанский район
9716,169383,колбасный цех,нет,ресторан,"город Москва, Кутузовский проспект, дом 12, строение 1",158, Кутузовский проспект,район Дорогомилово
9719,169406,китайская забегаловка,нет,ресторан,"город Москва, Кутузовский проспект, дом 12, строение 1",140, Кутузовский проспект,район Дорогомилово
9747,169740,старый дворик,нет,кафе,"город Москва, Варшавское шоссе, дом 144, корпус 2, строение 2",57, Варшавское шоссе,район Чертаново Центральное
9789,169977,шаурма,нет,предприятие быстрого обслуживания,"город Москва, Варшавское шоссе, дом 143, корпус 5А",0, Варшавское шоссе,район Чертаново Южное
9805,170146,пиццерия «додо пицца»,да,кафе,"город Москва, Профсоюзная улица, дом 152, корпус 2, строение 2",12, Профсоюзная улица,район Тёплый Стан
9819,170264,coffey,нет,предприятие быстрого обслуживания,"город Москва, Ленинградский проспект, дом 5, строение 7",0, Ленинградский проспект,район Беговой
9842,170356,кренделькофф,нет,кафе,"город Москва, Ленинградский проспект, дом 78, корпус 1",2, Ленинградский проспект,район Аэропорт
9857,170512,донер кебаб,нет,предприятие быстрого обслуживания,"город Москва, Профсоюзная улица, дом 2/22",0, Профсоюзная улица,Академический район
9919,170815,мимино,да,кафе,"город Москва, проспект Мира, дом 169, корпус 1",48, проспект Мира,район Ростокино
9924,170904,оранта,нет,кафе,"город Москва, Ленинский проспект, дом 88",30, Ленинский проспект,Ломоносовский район
9949,171089,точка продажи готовой еды милти,да,предприятие быстрого обслуживания,"город Москва, Кировоградская улица, дом 23А, корпус 1",0, Кировоградская улица,район Чертаново Южное
9958,171142,salon,нет,ресторан,"город Москва, Кутузовский проспект, дом 12, строение 2",100, Кутузовский проспект,район Дорогомилово
9990,171454,wow,нет,кафе,"город Москва, Кутузовский проспект, дом 12, строение 1",200, Кутузовский проспект,район Дорогомилово
9993,171472,кафест,нет,кафе,"город Москва, проспект Мира, дом 79",60, проспект Мира,Мещанский район
10003,171630,суши-бар,нет,кафе,"город Москва, Варшавское шоссе, дом 141, корпус 10",4, Варшавское шоссе,район Чертаново Южное
10008,171642,point 242,нет,кафе,"город Москва, проспект Мира, дом 61",18, проспект Мира,Мещанский район
10016,171810,коржовъ,нет,кафе,"город Москва, проспект Мира, дом 62, строение 1",40, проспект Мира,Мещанский район
10045,172016,кафе «vlofte»,нет,кафе,"город Москва, проспект Вернадского, дом 105",40, проспект Вернадского,район Тропарёво-Никулино
10059,172178,столовая,нет,столовая,"город Москва, проспект Вернадского, дом 12Д",30, проспект Вернадского,район Раменки
10073,171738,бар крафтовое пиво,нет,бар,"город Москва, Каширское шоссе, дом 8, корпус 1",20, Каширское шоссе,район Нагатино-Садовники
10076,171749,100лоффка,нет,столовая,"город Москва, Варшавское шоссе, дом 132, строение 9",36, Варшавское шоссе,район Чертаново Центральное
10084,171435,крафтовый кофе-бар,нет,кафетерий,"город Москва, проспект Мира, дом 102, корпус 2",0, проспект Мира,Не определен
10090,172215,предприятие быстрого обслуживания «додо пицца»,да,предприятие быстрого обслуживания,"город Москва, Кировоградская улица, дом 14",0, Кировоградская улица,район Чертаново Северное
10096,172313,шаурма,нет,предприятие быстрого обслуживания,"город Москва, Ленинградский проспект, дом 58, строение 2",0, Ленинградский проспект,район Аэропорт
10113,172329,выпечка,нет,предприятие быстрого обслуживания,"город Москва, Профсоюзная улица, дом 13/12",0, Профсоюзная улица,Академический район
10117,172352,кафе «бистро»,нет,предприятие быстрого обслуживания,"город Москва, Профсоюзная улица, дом 128, корпус 2",0, Профсоюзная улица,район Тёплый Стан
10118,172354,кафе «plovbox»,нет,предприятие быстрого обслуживания,"город Москва, Профсоюзная улица, дом 126, корпус 1",0, Профсоюзная улица,район Тёплый Стан
10136,172645,суши «маки-маки»,да,предприятие быстрого обслуживания,"город Москва, Каширское шоссе, дом 26",4, Каширское шоссе,район Москворечье-Сабурово
10138,172651,шаверма,нет,предприятие быстрого обслуживания,"город Москва, Каширское шоссе, дом 44, корпус 1",28, Каширское шоссе,район Москворечье-Сабурово
10146,172723,кафетерий «чайная»,нет,кафетерий,"город Москва, Каширское шоссе, дом 44, корпус 1",15, Каширское шоссе,район Москворечье-Сабурово
10160,172802,heritage,нет,ресторан,"город Москва, Ленинградский проспект, дом 36, строение 33",90, Ленинградский проспект,район Аэропорт
10163,136085,kombinat deli кафе кулинария,нет,предприятие быстрого обслуживания,"город Москва, Профсоюзная улица, дом 15",45, Профсоюзная улица,Академический район
10173,170142,братья караваевы,да,магазин (отдел кулинарии),"город Москва, проспект Мира, дом 116",15, проспект Мира,Алексеевский район
10181,172536,кулинарная лавка братьев караваевых,да,кафе,"город Москва, проспект Мира, дом 26, строение 1",44, проспект Мира,Мещанский район
10188,170093,grand урюк,да,ресторан,"город Москва, Ленинградский проспект, дом 37Б",96, Ленинградский проспект,Хорошёвский район
10193,167972,кафе волконский пекарня,да,кафе,"город Москва, Ленинский проспект, дом 67",22, Ленинский проспект,Гагаринский район
10203,172360,кафе «бургер кинг»,да,предприятие быстрого обслуживания,"город Москва, Профсоюзная улица, дом 126, корпус 1",56, Профсоюзная улица,район Тёплый Стан
10242,181111,кафе «doner city»,нет,предприятие быстрого обслуживания,"город Москва, Варшавское шоссе, дом 7, корпус 1",1, Варшавское шоссе,Донской район
10243,181112,coffee & talk,нет,кафе,"город Москва, Варшавское шоссе, дом 7, корпус 1",2, Варшавское шоссе,Донской район
10244,181844,кафе мангал,нет,кафе,"город Москва, Варшавское шоссе, дом 7, корпус 1",40, Варшавское шоссе,Донской район
10247,182679,пончиковая №1,нет,кафе,"город Москва, проспект Вернадского, дом 109",5, проспект Вернадского,район Тропарёво-Никулино
10307,184833,шаурма-выпечка,нет,предприятие быстрого обслуживания,"город Москва, Каширское шоссе, дом 9, корпус 2",0, Каширское шоссе,район Нагатино-Садовники
10308,182440,шаурма-выпечка,нет,предприятие быстрого обслуживания,"город Москва, Каширское шоссе, дом 9, корпус 3",2, Каширское шоссе,район Нагатино-Садовники
10309,172886,пиццерия роллофф,нет,кафе,"город Москва, Каширское шоссе, дом 142, корпус 1",25, Каширское шоссе,район Орехово-Борисово Южное
10310,175714,шаурма,нет,предприятие быстрого обслуживания,"город Москва, Каширское шоссе, дом 142, корпус 1",0, Каширское шоссе,район Орехово-Борисово Южное
10313,183257,sun flower-парк,нет,ресторан,"город Москва, Кировоградская улица, дом 11",120, Кировоградская улица,район Чертаново Центральное
10314,183265,sun flower-парк лобби-бар,нет,бар,"город Москва, Кировоградская улица, дом 11",45, Кировоградская улица,район Чертаново Центральное
10324,179534,пита хаус шашлычная пекарня,нет,предприятие быстрого обслуживания,"город Москва, Каширское шоссе, дом 26, корпус 3",8, Каширское шоссе,район Москворечье-Сабурово
10334,174550,soho,нет,кафе,"город Москва, Кутузовский проспект, дом 18",15, Кутузовский проспект,район Дорогомилово
10339,188107,ля фантази,нет,магазин (отдел кулинарии),"город Москва, Ленинградский проспект, дом 13, строение 1",2, Ленинградский проспект,район Беговой
10340,188811,кофе raf,нет,предприятие быстрого обслуживания,"город Москва, Ленинградский проспект, дом 35",0, Ленинградский проспект,район Беговой
10341,187801,театр цдр,нет,кафе,"город Москва, Ленинградский проспект, дом 71, корпус Г",20, Ленинградский проспект,район Сокол
10359,186123,эклерка,нет,кафе,"город Москва, Ленинский проспект, дом 85",14, Ленинский проспект,Ломоносовский район
10360,182712,pelmeniki club,нет,кафе,"город Москва, Ленинский проспект, дом 150",10, Ленинский проспект,район Тропарёво-Никулино
10373,180676,пекарня кулинария пицца,нет,кафе,"город Москва, Ленинский проспект, дом 69",100, Ленинский проспект,Гагаринский район
10374,173904,ничего лишнего,нет,кафе,"город Москва, проспект Мира, дом 3, корпус 1",30, проспект Мира,Мещанский район
10375,175475,мандариновый гусь,нет,ресторан,"город Москва, проспект Мира, дом 99",326, проспект Мира,Останкинский район
10376,179024,кулинария,нет,закусочная,"город Москва, проспект Мира, дом 99",0, проспект Мира,Останкинский район
10438,189499,cofix,да,кафетерий,"город Москва, Профсоюзная улица, дом 2/22",9, Профсоюзная улица,Академический район
10439,189451,кафе-бистро,нет,предприятие быстрого обслуживания,"город Москва, Профсоюзная улица, дом 144",0, Профсоюзная улица,район Тёплый Стан
10440,182574,кофе выпечка,нет,кафетерий,"город Москва, Профсоюзная улица, дом 15",4, Профсоюзная улица,Академический район
10565,174223,буффетум,нет,кафе,"город Москва, Ленинский проспект, дом 128, корпус 1",20, Ленинский проспект,район Проспект Вернадского
10569,189642,rix restaurant,нет,ресторан,"город Москва, Кутузовский проспект, дом 24",120, Кутузовский проспект,район Дорогомилово
10606,182682,пекарня «вкус хлеба»,нет,кафе,"город Москва, проспект Вернадского, дом 105, корпус 4",2, проспект Вернадского,район Тропарёво-Никулино
10644,177613,пиццерия «senza tutolo»,нет,кафе,"город Москва, Варшавское шоссе, дом 141, корпус 11",20, Варшавское шоссе,район Чертаново Южное
10683,172943,"кафе мокко, family bakery",нет,кафе,"город Москва, Ленинский проспект, дом 29",20, Ленинский проспект,Донской район
10720,189776,ресторан «вечерний баку»,нет,ресторан,"город Москва, Варшавское шоссе, дом 27",300, Варшавское шоссе,Донской район
10721,181286,алло пицца,да,предприятие быстрого обслуживания,"город Москва, Варшавское шоссе, дом 82",24, Варшавское шоссе,Не определен
10722,178582,донер кебаб,нет,предприятие быстрого обслуживания,"город Москва, Варшавское шоссе, дом 143",0, Варшавское шоссе,район Чертаново Южное
10723,181029,subway,да,закусочная,"город Москва, Варшавское шоссе, дом 34",5, Варшавское шоссе,Нагорный район
10732,179820,кафе-пекарня «мюнгер»,нет,кафе,"город Москва, Профсоюзная улица, дом 128, корпус 1",5, Профсоюзная улица,район Тёплый Стан
10733,183951,кафе «суши store»,нет,кафе,"город Москва, Профсоюзная улица, дом 128, корпус 1",12, Профсоюзная улица,район Тёплый Стан
10734,179818,пекарня «хлебница»,нет,кафе,"город Москва, Профсоюзная улица, дом 128, корпус 2",4, Профсоюзная улица,район Тёплый Стан
10738,175145,ип«жуков м.а»,нет,буфет,"город Москва, Профсоюзная улица, дом 61",0, Профсоюзная улица,район Черёмушки
10797,180789,кафе «дафеншо»,нет,ресторан,"город Москва, Ленинский проспект, дом 15",120, Ленинский проспект,Донской район
10798,180779,бар «лиса и гусь»,нет,бар,"город Москва, Ленинский проспект, дом 15",40, Ленинский проспект,Донской район
10834,186630,калинка,нет,ресторан,"город Москва, Ленинский проспект, дом 158",170, Ленинский проспект,район Тропарёво-Никулино
10845,187675,небесный тихоход,нет,ресторан,"город Москва, Ленинградский проспект, дом 37, корпус 5",64, Ленинградский проспект,Хорошёвский район
10847,187665,кафе патриот,нет,кафе,"город Москва, Ленинградский проспект, дом 39, строение 1",28, Ленинградский проспект,Хорошёвский район
10937,185188,бистро,нет,предприятие быстрого обслуживания,"город Москва, Варшавское шоссе, дом 45",0, Варшавское шоссе,район Нагатино-Садовники
10938,180608,пекарня,нет,предприятие быстрого обслуживания,"город Москва, Каширское шоссе, дом 51, корпус 3",0, Каширское шоссе,район Москворечье-Сабурово
10939,190744,аладин,нет,ресторан,"город Москва, Каширское шоссе, дом 10, корпус 1, строение 1",49, Каширское шоссе,район Нагатино-Садовники
10941,175155,"шаурма,пирожки",нет,предприятие быстрого обслуживания,"город Москва, Варшавское шоссе, дом 59А",0, Варшавское шоссе,район Нагатино-Садовники
11025,180129,кафе,нет,кафе,"город Москва, Каширское шоссе, дом 45",9, Каширское шоссе,район Москворечье-Сабурово
11074,190306,шаурма,нет,закусочная,"город Москва, проспект Мира, дом 102, корпус 1",0, проспект Мира,Не определен
11075,186559,вино и гады,нет,кафе,"город Москва, проспект Мира, дом 102, корпус 1",35, проспект Мира,Не определен
11104,190307,ланч кафе,нет,кафе,"город Москва, проспект Мира, дом 102, строение 4",10, проспект Мира,Алексеевский район
11290,188494,кафе «дагестанская лавка»,нет,кафе,"город Москва, Профсоюзная улица, дом 126, корпус 1",14, Профсоюзная улица,район Тёплый Стан
11291,188498,кафе «причал»,нет,кафе,"город Москва, Профсоюзная улица, дом 126, корпус 1",60, Профсоюзная улица,район Тёплый Стан
11292,188528,кафе «мезонин»,нет,кафе,"город Москва, Профсоюзная улица, дом 126, корпус 1",14, Профсоюзная улица,район Тёплый Стан
11293,188387,кафе «buffalos»,нет,кафе,"город Москва, Профсоюзная улица, дом 126, корпус 1",65, Профсоюзная улица,район Тёплый Стан
11294,188530,кафе,нет,кафе,"город Москва, Профсоюзная улица, дом 126, корпус 2",6, Профсоюзная улица,район Тёплый Стан
11295,188551,кафе «эко суши»,нет,кафе,"город Москва, Профсоюзная улица, дом 126, корпус 3",5, Профсоюзная улица,район Тёплый Стан
11296,188560,кафе «манту бар»,нет,кафе,"город Москва, Профсоюзная улица, дом 126, корпус 3",5, Профсоюзная улица,район Тёплый Стан
11297,188565,кафе «гамарджоба»,нет,кафе,"город Москва, Профсоюзная улица, дом 126, корпус 3",25, Профсоюзная улица,район Тёплый Стан
11298,188573,кафе «чешский калач. пян-се»,нет,кафе,"город Москва, Профсоюзная улица, дом 126, корпус 3",8, Профсоюзная улица,район Тёплый Стан
11299,188527,кафе «кондитерская»,нет,кафе,"город Москва, Профсоюзная улица, дом 126, корпус 3",21, Профсоюзная улица,район Тёплый Стан
11302,178902,кафе «авто суши»,нет,кафе,"город Москва, Профсоюзная улица, дом 140",24, Профсоюзная улица,район Тёплый Стан
11303,188440,kripto cafe and bar,нет,кафе,"город Москва, Профсоюзная улица, дом 56",30, Профсоюзная улица,Обручевский район
11306,28172,столовая при рдкб на ленинском,нет,столовая,"город Москва, Ленинский проспект, дом 117, сооружение 1",24, Ленинский проспект,Не определен
11312,181954,броу бар,нет,бар,"город Москва, Профсоюзная улица, дом 102, строение 1",6, Профсоюзная улица,район Коньково
11313,181955,кафе инторгсервис,нет,кафе,"город Москва, Профсоюзная улица, дом 102, строение 1",8, Профсоюзная улица,район Коньково
11351,181516,andiamo,нет,кафе,"город Москва, проспект Вернадского, дом 37, корпус 1",70, проспект Вернадского,район Проспект Вернадского
11355,174453,как надо,нет,бар,"город Москва, Кутузовский проспект, дом 12, строение 1",45, Кутузовский проспект,район Дорогомилово
11389,178359,большевик лофт-евент холл,нет,ресторан,"город Москва, Ленинградский проспект, дом 15, строение 1",95, Ленинградский проспект,район Беговой
11408,187644,сикварули,нет,ресторан,"город Москва, Ленинградский проспект, дом 37, строение 12",30, Ленинградский проспект,Хорошёвский район
11409,187683,кафе гио,нет,кафе,"город Москва, Ленинградский проспект, дом 39, строение 57",24, Ленинградский проспект,Хорошёвский район
11420,187725,hot noodle,нет,ресторан,"город Москва, Ленинградский проспект, дом 37А, корпус 14",26, Ленинградский проспект,Хорошёвский район
11421,187632,хлебная лавка перкарня,нет,магазин (отдел кулинарии),"город Москва, Ленинградский проспект, дом 75Г, строение 1",0, Ленинградский проспект,район Сокол
11422,187672,два кренделя,нет,ресторан,"город Москва, Ленинградский проспект, дом 39, строение 80",44, Ленинградский проспект,Хорошёвский район
11444,188556,столовая,нет,столовая,"город Москва, Каширское шоссе, дом 78, корпус 6",24, Каширское шоссе,район Москворечье-Сабурово
11462,184562,вкус дня,нет,кафе,"город Москва, Кировоградская улица, дом 15",60, Кировоградская улица,район Чертаново Центральное
11463,184564,вкус дня,нет,буфет,"город Москва, Кировоградская улица, дом 15",24, Кировоградская улица,район Чертаново Центральное
11473,184414,лоза,нет,кафе,"город Москва, Каширское шоссе, дом 41",38, Каширское шоссе,район Москворечье-Сабурово
11474,183295,кафе зефир,нет,кафе,"город Москва, Варшавское шоссе, дом 138",80, Варшавское шоссе,район Чертаново Центральное
11475,188532,баpбекю,нет,столовая,"город Москва, Варшавское шоссе, дом 125, строение 15",45, Варшавское шоссе,район Чертаново Северное
11478,181008,шаурма и кафе «самарканд»,нет,кафе,"город Москва, Варшавское шоссе, дом 91",30, Варшавское шоссе,Не определен
11479,180999,moskalyan,да,предприятие быстрого обслуживания,"город Москва, Варшавское шоссе, дом 91, строение 17",40, Варшавское шоссе,Не определен
11496,180143,грузинская выпечка,нет,предприятие быстрого обслуживания,"город Москва, Каширское шоссе, владение 25Б",4, Каширское шоссе,район Нагатино-Садовники
11497,180153,кофейня крендель «кофе с собой»,нет,предприятие быстрого обслуживания,"город Москва, Каширское шоссе, владение 25Б",5, Каширское шоссе,район Нагатино-Садовники
11498,180077,донер,нет,предприятие быстрого обслуживания,"город Москва, Каширское шоссе, владение 25Б",0, Каширское шоссе,район Нагатино-Садовники
11500,180357,кафе,нет,кафе,"город Москва, Каширское шоссе, дом 39, корпус 1",12, Каширское шоссе,район Москворечье-Сабурово
11501,188562,столовая,нет,столовая,"город Москва, Каширское шоссе, дом 76, корпус 7",30, Каширское шоссе,район Москворечье-Сабурово
11502,182233,кафе,нет,кафе,"город Москва, Кировоградская улица, дом 13",12, Кировоградская улица,район Чертаново Центральное
11508,175458,пекарня 24,нет,предприятие быстрого обслуживания,"город Москва, Кировоградская улица, владение 15А",0, Кировоградская улица,район Чертаново Центральное
11515,181107,public cafe,нет,кафе,"город Москва, Ленинский проспект, дом 15А",1, Ленинский проспект,Донской район
11527,186272,кафе,нет,кафе,"город Москва, Варшавское шоссе, дом 132, строение 10",80, Варшавское шоссе,район Чертаново Центральное
11534,175255,кофетерий «кофе точка»,нет,кафетерий,"город Москва, Варшавское шоссе, дом 133",0, Варшавское шоссе,район Чертаново Южное
11535,175242,столовая в акадо телеком,нет,столовая,"город Москва, Варшавское шоссе, дом 133",140, Варшавское шоссе,район Чертаново Южное
11539,181622,ресторан «белые журавли»,нет,ресторан,"город Москва, Варшавское шоссе, дом 143, корпус 5А",105, Варшавское шоссе,район Чертаново Южное
11540,189576,пиццерия «лапинса»,нет,кафе,"город Москва, Варшавское шоссе, дом 143, корпус 5А",27, Варшавское шоссе,район Чертаново Южное
11575,173455,vogoo,нет,предприятие быстрого обслуживания,"город Москва, Каширское шоссе, дом 26",4, Каширское шоссе,район Москворечье-Сабурово
11576,177270,babbles dessert&babbles,нет,кафе,"город Москва, Кировоградская улица, дом 13А",8, Кировоградская улица,район Чертаново Центральное
11577,174683,cofix,да,кафетерий,"город Москва, Кировоградская улица, дом 13А",0, Кировоградская улица,район Чертаново Центральное
11578,174684,cutlet,нет,ресторан,"город Москва, Кировоградская улица, дом 13А",80, Кировоградская улица,район Чертаново Центральное
11579,174685,goodman гудман,нет,ресторан,"город Москва, Кировоградская улица, дом 13А",50, Кировоградская улица,район Чертаново Центральное
